title,description,contentPath,url,contentType,thread,link,
Shamisen,"Shamisen is one of Japan’s most famous traditional instruments, along with the Koto and Biwa. Played with a tab called a gachi, the three-stringed i
"Shakuhachi - Devon Osamu Tipp","
Devon Osamu Tipp, performing on April 11th will be showcasing a piece called the Kumoi Jishi. 
The title refers to a mythical beast, a lion, deer, dog that is coming down from the heavens and is repelling evil spirits. The piece is very metric, very lively, and melodic, and is said to come from Hakata, Kyushuu some time during the Edo Period.",/about/,https://www.music.pitt.edu/sites/default/files/styles/person_small/public/person-images/TippDevon_AlisonSacriponte.png?itok=YKkK9RBL,0,music,https://www.greengiraffemusic.info/
"Yokai","Yokai Shokai (Monsters): Come learn about Yokai in Japan’s pop culture! Traditional yokai are hidden all over the place, from studio ghibli all the way to pokemon.",/about/,/images/matsuri-banner.png,0,art
Origami,"DESCRIPTION NEEDED",/about/,images/matsuri-banner.png,0,art
Ema Board,"A long-standing Japanese tradition, Ema boards are wooden plaques that people write their wishes on and hang at Japanese shrines and temples. Ema means “pictures horse,” and the people believed that these wishes would be carried by horses to heaven for the Gods to see. For this segment, participants will be able to create their own Ema boards and showcase it on the JSA website!",/about/,/images/matsuri-banner.png,0,art
Care Packages,"A goody bag full of popular Japanese snacks and foods, meant to give you a (sweet) taste of the many forms of cuisine Japan has to offer.",/about/,/images/food.jpg,0,food,/matsuri/restaurants
Trains,"Japan is well-known for its abundance of clean, efficient, and convenient public transit, with the many train lines that span the country being the centerpiece of Japanese transport. From the Shinkansen, the Yamanote line, to the Romancecar, there are many variants and styles of trains that run throughout Japan. Although each train may be built for transporting passengers quickly and safely, many also reflect the culture that surrounded their construction. We hope to showcase some of these unique traits that trains throughout Japan contin, along with some of the history behind Japanese railways. (Image: Wally Gobetz)",/about/,https://live.staticflickr.com/5106/5824595957_8b4b7952a0_b.jpg,0,art
Buyo,"Showcasing the traditional art of Japanese Dance, Nihon Buyo was originally played to accompany Kabuki and the fine arts. Jennifer Dowling, with the stage name Hanaka is a dance specialist formerly at the Seattle Kabuki Academy. Now living in Western Pennsylvania, her mission is to spread the art of Nihon Buyo in the area.",/about/,/images/matsuri-banner.png,0,art
Agedashi Tofu,"Agedashi Tofu is a Japanese fried tofu appetizer complete with grated daikon and dashi. Follow Jonathan Huang and his magnificent cooking skills to create your own! ",/about/,https://www.youtube.com/embed/h2TgwuWHQTo,1,food
Sukiyaki,"Japanese food can seem really intimidating, but sometimes dishes can be remarkably simple. Join Simon and the gang as they embark on a journey to (not mix up sugar and salt) but to create the ultimate Japanese hotpot, sukiyaki.",/about/,/images/matsuri-banner.png,0,food
Haiku,"Besides the limerick, the haiku might be the best form of poetry in the world! CMU JSA in collaboration with Big Straw Magazine called upon CMU students to write haikus about their experience as students in Pittsburgh. If you entered a Haiku into the competition, we will be announcing the winner live on Day 2 of Matsuri!",/about/,/images/matsuri-banner.png,0,literature
Shuntou Cover,"Tune in to listen to our president, Arnaud Avondet, sing Shuntou by the Radwimps with his ukulele.",/about/,/images/matsuri-banner.png,0,music
Pokemon,"Ever wondered about the meanings of Pokemon names in Japanese? Bulbasor, the seed starter pokemon in Japanese is called Fushigidane, meaning mystical seed in Japanese. Many other pokemon have names directly originating from their appearance. Join us to delve deeper into the world of Japanese and Pokemon!",/about/,https://cdn.discordapp.com/attachments/710304181407318128/828456044564054067/e7d9439b3442d129c484235223c23346.png,0,art
Koto,"At Matsuri, it has always been the tradition for the president to play a Koto passed down in the club. This year, Arnaud will be playing the koto.",/about/,/images/matsuri-banner.png,0,music
Dry flower by Yuuri (Cover by Adam and Arnaud),"Japanese pop culture has evolved in its own way under the influences of different styles from around the world. Yuuri(優里) is a 27-year-old Japanese singer-songwriter who emerged initially as a street musician. We are covering Dry Flower, his second major single released a couple of months ago, to bring the most up to date Japanese pop music to Pittsburgh!",/about/,/images/matsuri-banner.png,0,music
Japanese Street Culture,"While the spotlight tends to be casted on pop culture, we cannot forget about its coexistence with subculture. Japanese subculture includes: anime, manga, idols, skateboarding, breakdancing, etc. These fresh youth cultures that emerge out of streets ‘hack’ the mainstream to spice up pop culture. Pop culture is maintained fresh through the continuous exchange between the mainstream and the sabukaru (subculture in Japanese).",/about/,/images/matsuri-banner.png,0,art
Acchimuitehoi,"Acchimuitehoi is a classic japanese game where players try to win a rock paper scissors match. Whoever wins will point in a direction and the loser will try not to look in the direction that the winner pointed in. The rock paper scissors continue until the loser does. It is a simple game that can be tried pretty much any time for some fun!",/about/,src/public/images/matsuri-banner.png,0,games
